msa,Node count,Edge count,Degree average,Edge length total (km),Edge length average (km),Streets per node average,Intersection count,Street length total (km),Street segment count,Street length average (km),Circuity average,Self-loop proportion,Node density (per sq km),Intersection density (per sq km),Edge density (km/sq km),Street density (km/sq km),Building area (sq km),Area (sq km),Carbon Dioxide (Ton),Methane (Ton),Nitrous Oxide (Ton),"    Car, truck, or van:",    Public transportation (excluding taxicab):,    Bicycle,    Walked,"    Taxicab, motorcycle, or other means",    Worked from home,Median Household Income,Household Number,Employment Rate,Unemployment Rate,    Total population,Total housing units,        No vehicles available,        1 vehicle available,        2 vehicles available,        3 or more vehicles available,"        Agriculture, forestry, fishing and hunting, and mining",        Construction,        Manufacturing,        Wholesale trade,        Retail trade,"        Transportation and warehousing, and utilities",        Information,"        Finance and insurance, and real estate and rental and leasing","        Professional, scientific, and management, and administrative and waste management services","        Educational services, and health care and social assistance","        Arts, entertainment, and recreation, and accommodation and food services","        Other services, except public administration",        Public administration,GDP,Diesel (gal),Gasoline (gal),Liquefied Petroleum Gas (gal equivalent),Compressed Natural Gas (gal equivalent),Bio-Diesel (gal),Other Fuel (gal/gal equivalent),Electric Propulsion (kwh),Electric Battery (kwh),Diesel (miles),Gasoline (miles),Liquefied Petroleum Gas (miles),Compressed Natural Gas (miles),Other Fuel (miles),Electric Propulsion (miles),Electric Battery (miles)
"Morgantown, WV",9250.0,22193.0,4.798486486486486,8106.311795000022,0.3652643533997216,2.4622702702702703,6354.0,4159.000343000017,11330.0,367.07858278905707,1.13444310727665,0.0060017652250661,3.5139843349471973,2.413822320459945,3.0795083958732725,1.579963465334279,3.588132360877628,2632.3395662317303,366685.1682680949,24.253502837302452,4.464317012257298,84.88559706194201,2.016073267052876,0.2043732808826467,5.312168661739171,0.7283679333712372,6.853419795012063,"53,681","52,663",0.557,0.071,"139,806","60,196","4,089","18,267","20,315","9,992","2,205","3,254","3,773",781,"6,532","2,476",823,"2,759","6,965","23,651","7,018","2,425","3,555",9848493.0,0.0,0.0,0.0,0.0,0.0,0.0,3103051.0,0.0,0.0,0.0,0.0,0.0,0.0,506512.0,0.0
"Morristown, TN",5585.0,13526.0,4.843688451208594,4585.981380000046,0.33904934052935426,2.5928379588182637,4183.0,2421.302941999998,7207.0,335.9654422089632,1.1100147355379866,0.0083252393506313,0.7726945448449277,0.5787253860494777,0.6344785667119872,0.33499150845127534,3.840162176296089,7227.953189602051,414059.41202276666,37.24221748397067,6.0828212288,93.37663648907886,0.3045804866556726,0.1127452630161882,0.8683068017366137,0.6411335105845927,4.696597448928078,"46,798","53,675",0.525,0.067,"141,909","62,750","2,168","14,863","20,114","16,530",916,"4,454","11,619","1,405","8,195","3,660",579,"2,126","4,383","11,693","6,899","2,735","2,050",6161758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mount Vernon-Anacortes, WA",7593.0,18263.0,4.8104833399183455,5248.095692000005,0.28736219087773124,2.5173185829053075,5292.0,2724.125637000008,9581.0,284.3258153637416,1.111320792929411,0.006471140799499,1.53741735336628,1.071514899778,1.0626252323202456,0.5515761921603825,17.199912930190745,4938.802065278247,922250.5728688999,100.5508154641,18.7179454602,87.33707410599638,0.659619004063253,0.3887354663946105,2.5188651035162093,0.9445744138185784,8.151131906210972,"71,021","49,263",0.555,0.051,"127,442","54,317","1,967","11,644","19,048","16,604","2,825","5,274","6,781","1,180","6,726","3,013",565,"2,210","4,894","12,928","5,656","2,458","2,687",8085909.0,172819.0,37641.0,53828.0,0.0,0.0,0.0,0.0,0.0,753919.0,691822.0,0.0,0.0,231784.0,0.0,0.0
"Muncie, IN",5968.0,16863.0,5.651139410187668,4534.376867999999,0.26889502864259024,2.9416890080428955,5043.0,2370.9574290000055,8734.0,271.462952713534,1.036556502785839,0.0043508129150446,5.81016326255856,4.909626898975003,4.414455411703912,2.308252304133064,3.982105574847207,1027.1656286250268,864523.38830522,62.3408881381,11.8847772111,87.52449886480508,1.3835794539421342,0.5588651931771874,4.8687248947276505,1.096384840781635,4.567946752566317,"45,910","46,632",0.55,0.064,"114,461","52,677","3,608","15,825","17,947","9,252",491,"2,638","6,413","1,122","6,388","2,099",640,"2,653","4,174","16,647","5,234","2,797","1,542",5122779.0,0.0,0.0,39356.0,0.0,145520.0,0.0,0.0,0.0,711963.0,0.0,0.0,0.0,168402.0,0.0,0.0
"Muskegon, MI",7974.0,21944.0,5.503887634813143,6062.353116999997,0.27626472461720725,2.833960371206421,6366.0,3124.9042879999956,11241.0,277.9916633751442,1.0515406874355742,0.0106752068321323,5.83796291566471,4.66070628556829,4.438398881202702,2.2878198330004524,3.6789966247254937,1365.8874020257597,777140.5454781301,78.816884623096,14.4964720149,94.56975661657135,0.3085516691049342,0.2753025668306956,1.017422529591701,0.5333156004787871,3.295651017422529,"53,478","66,064",0.5529999999999999,0.072,"173,679","74,335","4,870","21,846","24,969","14,379",689,"4,016","20,428","1,298","8,846","3,058",610,"2,641","5,062","16,390","7,200","3,909","2,506",6854257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",39180.0,95716.0,4.88596222562532,22846.402735000363,0.23868948488236413,2.618478815722307,29220.0,12131.059553999796,51408.0,235.97610399159265,1.0838501267878815,0.009453781512605,6.800967670165737,5.072084617719317,3.96573880501081,2.1057412922819756,13.832310300782256,5760.944897867041,1444609.688447035,117.44416395648051,24.0487124801,89.9771530744015,0.4599185457435183,0.1599284791894308,1.2625409754643886,1.4443230356610708,6.696135889540081,"53,832","195,635",0.501,0.06,"481,489","302,532","8,006","66,702","85,285","35,642","1,006","19,667","9,497","3,607","32,064","8,831","3,312","12,825","21,588","38,460","35,960","10,757","7,153",22490898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Napa, CA",5334.0,13070.0,4.90063742032246,3230.829972000018,0.24719433603672672,2.619610048743907,3916.0,1701.1360430000032,6988.0,243.4367548654841,1.1201125395816054,0.00429307384087,2.6074743845813457,1.9142987795314117,1.5793600286703624,0.8315839251613383,8.89753827827091,2045.6576799148208,632974.137965,21.3736380638,8.3336014497,85.3992219474453,1.3594226792196336,1.0210132037543205,3.50557507917914,1.4534253112933315,7.261341779108276,"92,219","48,484",0.621,0.045,"138,572","55,339","2,418","13,178","17,764","15,124","3,553","3,935","9,316","1,773","6,965","2,490","1,005","3,395","7,365","14,867","10,131","3,203","2,754",12433826.0,255742.0,82231.0,0.0,54637.0,0.0,0.0,0.0,0.0,1540598.0,452035.0,0.0,322804.0,0.0,0.0,0.0
"Naples-Marco Island, FL",15237.0,34924.0,4.58410448250968,8418.700220000026,0.24105773164586036,2.736759204567828,11806.0,4776.882913000013,20902.0,228.5371214716301,1.0735214999470104,0.0190412400727203,2.5544068997869847,1.979216896953806,1.4113530176023021,0.8008205468557973,43.25732499155999,5964.985453676402,2424549.6922659,231.1539203479,27.3758062273,86.08032974229253,1.0708920248077145,0.7768461331039176,1.0676819168196818,1.653847635434456,9.350402547541698,"70,217","147,977",0.496,0.044,"379,345","218,348","7,179","60,723","60,107","19,968","3,476","18,259","5,697","3,116","19,752","6,405","2,051","12,299","25,060","26,365","23,743","9,285","4,207",23192083.0,331968.0,56547.0,0.0,0.0,0.0,0.0,0.0,0.0,1708711.0,251503.0,0.0,0.0,0.0,0.0,0.0
"Nashville-Davidson--Murfreesboro--Franklin, TN",83291.0,202491.0,4.862254025044723,59413.84809499832,0.2934147596436302,2.554549711253317,60128.0,31164.516180000075,106378.0,292.9601626276117,1.0849128075102097,0.0084697963864708,5.581947938095801,4.029623436167465,3.981762817930065,2.0885654732528685,57.9224088698965,14921.493522279876,1172542.0819690963,64.12372928605829,13.201419352179924,87.80286230964987,0.8763675343059839,0.1335826330303005,1.2323151322734005,1.0549550360448083,8.899917354695644,"68,406","727,452",0.657,0.04,"1,904,186","788,546","30,265","217,590","291,241","188,356","5,398","67,709","99,561","27,894","112,061","55,764","22,969","70,199","119,505","223,826","102,251","48,450","39,113",158109688.0,1703256.0,554519.0,0.0,0.0,0.0,0.0,0.0,18426.0,5265107.0,4108085.0,0.0,0.0,0.0,0.0,11410.0
"New Bern, NC",8963.0,21217.0,4.734352337387036,7529.500358999973,0.354880537257858,2.482539328349883,6157.0,3942.983512000003,11111.0,354.8720648006483,1.0790019758683458,0.007110071100711,1.914792905946588,1.315338605591113,1.6085500248505458,0.8423515404487304,2.4455269570290965,4680.923964238886,254876.983181976,30.619306437921,4.256891806964167,91.82554725536106,0.2954621473965882,0.1839669974356115,1.9567398818151407,1.3472330620284685,4.391050655963133,"52,345","50,577",0.476,0.062,"124,416","60,218","3,015","16,303","19,268","11,991","1,609","3,034","5,565",883,"5,669","2,530",619,"1,806","3,688","10,550","5,211","2,614","4,435",8012754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"New Haven-Milford, CT",25721.0,64987.0,5.053224991252284,13417.620166999935,0.20646621888993083,2.675440301699001,20260.0,7189.360819000008,34400.0,208.9930470639537,1.0847358598677062,0.0110755813953488,15.7669180530439,12.419336719204903,8.224972498734775,4.407062823643625,62.03499876577867,1631.3270553869852,3966121.7827741997,306.3490362929,60.2506881631,85.1582953611358,3.450995671407054,0.4670699084390932,3.3333966863219318,1.109944360237764,6.480298012458366,"71,370","332,765",0.609,0.064,"855,733","367,990","37,134","116,701","115,761","63,169","1,049","25,848","46,774","10,935","46,359","19,333","7,976","27,682","43,197","133,012","32,804","18,622","15,825",59046292.0,0.0,282281.0,0.0,0.0,56319.0,0.0,0.0,0.0,291224.0,2009003.0,0.0,0.0,0.0,0.0,0.0
"New York-Newark-Jersey City, NY-NJ-PA",410699.0,1052145.0,5.123679385632787,168078.41665499462,0.15974833949217518,2.8272238305912603,335954.0,93513.38285200302,581084.0,160.92919931025983,1.0656264768192614,0.0083309814071631,17.35017673888429,14.192538272883873,7.1005535317982025,3.9505178243268277,543.95091464237,23671.17097312117,2605599.8219713,241.8679978826839,37.23030592335382,54.741959048691335,29.835681831489342,0.7012328778074433,5.654501664442297,1.6995417517145148,7.367082825855064,"81,951","7,065,536",0.609,0.059,"19,261,570","7,756,312","2,161,785","2,266,754","1,746,547","890,450","17,450","542,548","514,265","251,531","919,812","591,148","307,618","873,935","1,323,640","2,505,103","811,883","444,125","389,916",2025634058.0,100155244.0,7370346.0,0.0,10041461.0,0.0,0.0,2950030630.0,449235.0,240396543.0,56244999.0,0.0,30154631.0,4423601.0,456959229.0,111558.0
"Niles, MI",9553.0,25605.0,5.360619700617607,7200.622623000059,0.2812193955477469,2.752747827907464,7511.0,3772.2328330000046,13097.0,288.0226641979083,1.058662194519471,0.0122928915018706,6.360524754929844,5.000931794648598,4.794278074374515,2.511606858123696,2.019947077174181,1501.9201037769358,1090156.8320677,75.82214247086101,12.6400449494,90.22364400579552,0.6340644680026969,0.2811688591143181,2.719878351432383,1.0400378717238807,5.1012064439312,"52,500","63,136",0.574,0.062,"153,797","77,645","5,307","22,086","24,100","11,643","1,094","3,984","14,147","1,121","7,502","4,700",926,"3,139","5,463","16,410","6,830","3,738","2,164",8736602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"North Port-Sarasota-Bradenton, FL",42259.0,105405.0,4.988523154830924,18122.873446999496,0.17193561450594846,2.803142525852481,34359.0,10064.496956000152,59348.0,169.58443344342106,1.0892575228393695,0.0088124283884882,10.087202365787633,8.201476279280088,4.325920914111626,2.402390437658893,28.765048279331268,4189.367722345711,2549522.7599877426,190.683523835145,28.326547198500002,87.43003291335611,0.6316129940372619,0.597172266529303,0.8709011790708191,1.2314806218497965,9.238800025156706,"62,438","339,573",0.483,0.048,"821,613","439,870","15,431","143,818","133,653","46,671","2,347","30,671","21,062","7,606","45,879","13,707","5,248","23,837","43,407","72,050","41,562","20,663","12,142",43368616.0,919793.0,204919.0,0.0,0.0,0.0,0.0,0.0,0.0,5112653.0,1159898.0,0.0,0.0,0.0,0.0,0.0
"Norwich-New London, CT",11022.0,27379.0,4.968063872255489,7598.35710100002,0.277525004602068,2.6107784431137726,8428.0,4039.5704259999934,14360.0,281.3071327298046,1.0811629560992984,0.0178969359331476,5.764165290478678,4.4075834756082655,3.973705885161178,2.1125704625288817,24.159140732747776,1912.1589067208536,1488479.7985809199,119.90432570920001,20.855012383940004,87.31926979478614,1.5120633962930534,0.2376625192227037,2.709205559684196,1.0234940069312102,7.198304723082696,"75,831","109,616",0.597,0.053,"266,868","123,849","6,768","35,285","41,344","26,219",822,"7,739","18,304","2,187","13,844","5,268","1,774","5,913","11,865","32,885","18,868","5,738","6,865",22806434.0,192740.0,19202.0,0.0,0.0,0.0,0.0,0.0,0.0,939031.0,93820.0,0.0,0.0,0.0,0.0,0.0
"Ocala, FL",28297.0,74853.0,5.290525497402552,17191.04204099995,0.22966403538936248,2.813266424002544,23202.0,9068.041872999996,39776.0,227.977722068584,1.0599928864847403,0.007667940466613,6.574847957465414,5.391017503944323,3.9943629236304408,2.1069723499630655,9.1290069582128,4303.825758870996,2619213.9314823,180.0398443604,31.764145406599997,90.39746530521438,0.4004572270254927,0.1772138303503617,0.6958136109427623,1.2458669285237551,7.083183097943245,"46,587","145,863",0.439,0.069,"360,210","170,926","6,971","63,158","53,174","22,560","3,022","11,009","8,197","3,396","20,533","5,667","1,393","7,360","14,657","29,705","12,828","6,995","7,478",12773768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ocean City, NJ",7766.0,21190.0,5.457120782899819,3574.4206119999826,0.16868431392166033,2.888230749420551,6137.0,1907.0731219999905,11224.0,169.91029240912246,1.049535242742022,0.0040983606557377,4.788120238472552,3.783761769702042,2.203805778152274,1.1758041992911652,2.155452676422231,1621.9308649770696,717283.493721132,93.426090911787,7.192798595056,87.03556167161585,1.378527799908259,1.4823398759083557,4.140411868375945,1.2554018493034935,4.7077569348881,"72,385","40,670",0.527,0.067,"92,701","99,394","3,120","14,563","15,619","7,368",367,"3,866","1,261","1,144","4,611","1,549",517,"2,823","3,249","10,159","6,637","1,732","3,398",6640397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Odessa, TX",7663.0,22376.0,5.840010439775545,5204.255922000006,0.2325820487129069,3.0382356779329243,6681.0,2799.212347000008,11620.0,240.89607117039657,1.0275409350227531,0.0006884681583476,3.27426258949988,2.8546715855994647,2.2236853023082124,1.1960532778087278,2.803425332511936,2340.374295138762,1090131.4386173,66.94492321050001,13.749314163300001,93.94465530700693,0.2987967374626504,0.0672965624915879,1.7147164122856602,0.8560122748929984,3.1185227058601845,"63,096","53,602",0.638,0.066,"162,067","59,155","2,596","17,861","20,900","12,245","11,440","6,050","4,711","2,934","10,119","6,537",893,"3,404","4,798","12,305","6,122","3,951","2,079",11712484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ogden-Clearfield, UT",26640.0,67635.0,5.077702702702703,16435.13096100001,0.24299742679086284,2.621283783783784,19736.0,8656.849706000035,34933.0,247.81294781438856,1.0694350151677767,0.0020610883691638,1.1916158863807946,0.8827977152256518,0.7351487668121796,0.3872237100480688,22.95884682055365,22356.197416024446,941175.6009069589,86.57136432632676,15.3453526171,87.95881149501189,1.5283687833838882,0.3104258017533194,1.2592919452835951,0.8960999287193239,8.047002045847977,"78,680","213,554",0.6659999999999999,0.0289999999999999,"672,948","226,538","7,133","45,718","87,430","73,273","3,537","22,600","42,503","7,467","37,469","16,777","4,858","21,780","35,035","67,489","24,268","15,035","27,077",38564472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oklahoma City, OK",76540.0,197390.0,5.157825973347269,55858.754018001244,0.2829867471401856,2.744591063496211,59688.0,29406.27322799997,105113.0,279.7586714107672,1.0595489991689215,0.0086573497093604,5.2960212571243535,4.129983234847641,3.8650267660806765,2.034704051584722,42.69513479950832,14452.358909442872,1482979.2386391466,132.0730094837077,21.02038060375714,91.23942692037068,0.3955267452131084,0.3133374253334731,1.5846520053295807,1.024147791068461,5.442909112684701,"60,476","523,154",0.615,0.045,"1,397,040","578,343","25,719","171,160","207,745","118,530","22,630","47,307","46,659","18,543","79,919","33,041","10,588","42,006","69,143","150,425","64,859","36,256","49,830",90754370.0,666301.0,818.0,0.0,297111.0,0.0,0.0,1559300.0,0.0,2693947.0,19466.0,0.0,1133969.0,0.0,150909.0,0.0
"Olympia-Lacey-Tumwater, WA",16778.0,39576.0,4.7176063893193465,9146.034009000052,0.23110051569132936,2.4638216712361425,11506.0,4741.359640000023,20670.0,229.38363038219757,1.1229129591475906,0.0216255442670537,8.346142195989867,5.723609018182108,4.549654331176165,2.3585684680991488,11.52661715966886,2010.2700871860836,1391389.6837667,134.10648093790002,31.0745820667,86.33962662803157,1.847995049878511,0.5749988681124644,1.9264725856838865,1.2752599568373553,8.035646911456212,"75,867","112,323",0.569,0.061,"284,698","118,035","5,370","31,846","42,594","32,513","3,034","9,378","6,794","2,376","15,688","5,750","1,539","6,927","11,593","28,658","11,425","5,776","22,389",19475612.0,16017471.0,119455.0,54772.0,0.0,1528162.0,0.0,0.0,0.0,3565878.0,1785775.0,0.0,0.0,282178.0,0.0,0.0
"Omaha-Council Bluffs, NE-IA",50700.0,136053.0,5.36698224852071,39744.23092599989,0.29212314999301664,2.9354437869822485,42491.0,21133.90740000008,74446.0,283.8823764876566,1.0432896330972767,0.0043252827552857,4.441180778769271,3.7220949205263327,3.481485492219288,1.8512722549343201,33.6441770674376,11415.882965712077,742172.092038754,66.17116465482938,11.9060969008625,89.9298863903665,0.8107015075045085,0.1797202883778129,1.6507029931372024,0.9662802646076898,6.462708556006288,"69,439","364,079",0.6709999999999999,0.038,"940,163","390,062","21,298","113,981","146,758","82,042","6,171","35,011","39,068","12,843","54,499","29,776","10,089","49,170","55,994","118,224","38,630","20,170","17,528",77627880.0,588017.0,1753.0,0.0,195325.0,0.0,0.0,0.0,0.0,2753899.0,214576.0,0.0,594163.0,0.0,0.0,0.0
"Orlando-Kissimmee-Sanford, FL",91364.0,222120.0,4.862309005735301,40412.49268199828,0.18193990942732885,2.776969046889365,73255.0,23222.700950000133,127147.0,182.6445055722914,1.096967043271678,0.0088008368266652,8.797447255512457,7.053730120206701,3.891322324259698,2.2361158305039757,179.19017697893915,10385.28533862497,4126047.062601765,326.56225619943103,45.6756864026,87.52123303881032,1.4232092965775938,0.3858496486805428,1.092284864791078,1.7950853239012736,7.782337827239193,"61,229","893,257",0.61,0.054,"2,560,260","1,054,209","43,212","318,367","361,894","169,784","6,372","91,519","57,016","31,841","150,245","72,452","26,733","87,624","174,803","244,977","214,472","59,837","42,131",161181830.0,125584.0,1423657.0,0.0,1674607.0,2439315.0,0.0,0.0,0.0,11244694.0,12019931.0,0.0,5042873.0,0.0,0.0,0.0
"Oshkosh-Neenah, WI",7484.0,19396.0,5.183324425440941,5104.081678000012,0.2631512517013823,2.819615179048637,6014.0,2738.096216999988,10511.0,260.4981654457224,1.0488588843134838,0.0047569213205213,4.994559273574258,4.013532799475627,3.4062852054964483,1.8273094404804764,22.088291917126316,1498.430510094682,1284937.12495799,120.97172856579999,15.490217595047998,89.97892470162418,0.546354202460312,0.6620392641971915,2.3423361510090945,0.7502348063134263,5.720110874395804,"59,947","71,132",0.633,0.03,"170,924","76,023","4,292","23,495","29,496","13,849",631,"4,041","20,955","2,579","10,477","3,501","1,229","5,019","7,635","18,679","7,264","3,441","3,187",12148291.0,94300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488752.0,0.0,0.0,0.0,0.0,0.0,0.0
"Owensboro, KY",7100.0,18287.0,5.1512676056338025,6773.841043000032,0.3704183869962286,2.6822535211267606,5422.0,3482.4293309999885,9488.0,367.0351318507576,1.073401961763829,0.0070615514333895,2.9471677359814987,2.250639924576294,2.8117810944502764,1.445535685515324,2.3582291158426663,2409.092605526736,216349.90001234168,20.645866693263834,4.181052160266667,93.74092443472192,0.4450562920776209,0.2621306127067343,1.7764535048183,0.9598883587606312,2.8155467969147794,"54,946","47,340",0.579,0.045,"118,951","51,385","3,039","13,816","18,247","12,238","1,385","3,061","9,597","1,436","5,857","2,954",471,"3,317","4,033","13,186","4,037","2,552","1,884",6320481.0,152.0,180540.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,1540870.0,0.0,0.0,0.0,0.0,0.0
"Oxnard-Thousand Oaks-Ventura, CA",24057.0,58621.0,4.87350875005196,11348.785698000109,0.19359590757578524,2.681257014590348,18067.0,6319.022577000085,32307.0,195.5929853282597,1.1101140236626044,0.0052929705636549,4.12480749415981,3.097763519848081,1.9458600946387543,1.08345810705304,12.886013878855104,5832.27218095913,3499957.2185567003,160.00981518100002,46.841448939,87.89777240032957,0.9892195359724067,0.4248349032677895,1.6322864629339586,0.8031532300566364,8.252733467439635,"89,295","271,639",0.61,0.051,"845,599","289,425","11,671","69,504","104,680","85,784","21,092","25,178","39,322","11,989","41,209","14,613","10,019","29,977","52,279","81,509","39,851","22,078","22,179",60649465.0,416353.0,56101.0,0.0,834797.0,0.0,0.0,0.0,0.0,1704510.0,462186.0,0.0,2078616.0,0.0,0.0,0.0
